source_lead_key,twenty_record_id,rank,priority,diversified_review_rank,fit_score,score_confidence,why_it_fits
discovered:2087f3f3-6eb5-4e50-9b51-11229b7b5390,048e8a38-d4be-4aea-a89f-23ab4e8af03c,815,NURTURE,,45.9,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:c13c6e12-63e1-4fbe-a6d9-4204f794a06a,e863e94f-e9f3-4988-92c3-ca9eeb488439,816,NURTURE,,45.9,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:2b4e0e57-1aae-40af-b9b5-9f39caa39d8e,b5a24af6-83b2-4cb5-99e9-45f836c6ab88,817,NURTURE,,45.9,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:7eb3636d-b83a-49fc-b4a9-1c6ffbcf98bf,618d9f73-d244-45d2-a8e6-c019778f987a,818,NURTURE,,45.8,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:3a67cdb9-caff-4c40-ad1c-3e6e55d07699,3980a30c-f887-4316-a6df-66d818d92f68,819,NURTURE,,45.8,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:9c4269b1-a0c5-4196-80ff-3205e430f4ae,10167865-435d-4c26-a57c-74a85b44df3c,820,NURTURE,,45.8,HIGH,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:e88ce311-72fd-4b94-a021-78a7f37cbb7d,c86e7ba0-a433-47d0-9e55-5ea2333ac6c6,821,NURTURE,,45.6,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:2d276be8-adfb-4fac-bf70-741dde6c3ab9,33c0e8cb-d716-48ff-941e-cc4424a168e9,822,NURTURE,,45.5,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:2c3c177a-9eec-4bfb-b29e-e5a26388283d,e1e59f40-40b4-4c40-96e9-6d4076c60e63,823,NURTURE,,45.5,LOW,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:ca252f7a-e02d-4e9c-932b-a1eca712dd2f,c67eccec-b372-4115-9646-c28b5e5fb0fc,824,NURTURE,,45.5,LOW,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:2b5f9906-60d8-4fc4-b5e6-12010c02f502,1711828e-87b7-480a-86bd-f0e3e201788c,825,NURTURE,,45.5,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:9ecda905-0d02-4db0-83c9-c9b2540bd46c,61ff96fe-1a08-4533-9f7e-0d8a933823c7,826,NURTURE,,45.4,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:c6a81fbf-0c3b-4103-81a4-c747b491f3ea,8cdb7279-f881-4728-bc23-edc8d027fe33,827,NURTURE,,45.4,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:130f5d09-543d-48ac-aac4-baad3620af12,b95ad291-265b-4129-8995-f3e87018ace2,828,NURTURE,,45.4,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:9dd9f088-576a-4813-a81d-8be635c3f274,30a0b135-ae7f-4ebe-8ae1-7de53b2b383f,829,NURTURE,,45.4,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:321fb168-ee72-4880-8006-e2bb6770b55f,49f344c0-b709-482a-b1f6-55e692a9e517,830,NURTURE,,45.3,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:7e7451da-716a-4072-bdf2-1dd36970e7cf,d324777e-8437-4e54-b57c-4166b5f4ed4e,831,NURTURE,,45.3,LOW,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a6820ae8-1d2e-42d2-a43b-fe7277e6c80b,3de21828-0490-45e5-83f1-ff3101c58866,832,NURTURE,,45.3,LOW,"Closest client patterns: Mechanical and HVAC services, Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:a509fb21-bd11-4dbe-ab86-23f8d7c70d48,3bf447fc-522e-4167-80e2-92e2161112e1,833,NURTURE,,45.2,MEDIUM,"Closest client patterns: Behavioral health and counseling, Religious organizations. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:8bb1de79-84de-4c4f-8ffe-427eac2ba719,27e2ec5d-82b4-4482-8685-d4b1caba8758,834,NURTURE,,45.2,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:8da99a35-a483-4124-bce5-7b726d43673c,9b98dd07-eec1-45fb-ac7f-e64da4dc1e2c,835,NURTURE,,45.2,MEDIUM,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:2a2f0e2b-93a1-4e37-b394-0afa247295de,7871a9ae-6657-4e84-a08a-894d4ae593b3,836,NURTURE,,45.1,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:0eef606c-afdc-4ff9-9298-9ca015d6d939,cafbe5d9-6212-4e27-a128-68dcadef2980,837,NURTURE,,45.1,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:f9e0cb8b-243f-4bb6-8061-f9482194671f,78f28db3-e6f8-4f55-882e-2eae5f111e0f,838,NURTURE,,45.1,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9b3751c6-f0d0-4bab-bd0c-ec85243d8ccf,82f3a9d9-5a39-4b40-be2b-d062470fb577,839,NURTURE,,45.0,LOW,"Closest client patterns: Alarm and security services, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:030d3212-4399-4629-a79c-39d4c4abb142,3deaa4f4-6695-4824-91bb-d955dcf9545c,840,NURTURE,,44.9,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:6fe8549a-36e6-40ee-af7a-7e0ca9768d2c,91b6471f-2ec5-44c7-8b55-d07aa15d4206,841,NURTURE,,44.9,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:e0548c66-9753-4e33-887f-4013083d0b8f,30886da2-e461-4cee-8eee-e408a479e92c,842,NURTURE,,44.9,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:bfd57c21-54ed-49ca-8f70-ee9608ffa8a9,7966a3cf-0416-49d9-8764-9f2fb7ed9ede,843,NURTURE,,44.9,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:e00cd061-3148-48a8-8187-2cecd0cdd071,e55f63a6-157a-456b-8612-7e55e94889b3,844,NURTURE,,44.9,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:455619b9-5e2a-4b77-87fc-1274780b8df7,424dbf10-6e5f-4ee4-b921-c8e241f6c86e,845,NURTURE,,44.9,LOW,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:92814ac3-0316-42d8-9acf-0104fe5b2d70,b0a01a89-aa76-40fd-9547-78ab8886af5e,846,NURTURE,,44.8,LOW,"Closest client patterns: Alarm and security services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:edc141f8-d18b-4a5c-960f-3ba5e84798cf,7b625c8e-7ec2-498c-9a98-6b2768a214e5,847,NURTURE,,44.8,MEDIUM,"Closest client patterns: Home repair and trades, Consumer services. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:c94cfba8-cc00-4fa1-9409-307c79ebb9dc,08052b47-162f-4f43-8cea-4ff542aef91b,848,NURTURE,,44.7,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9ba0853c-3c66-43ea-8cc5-da5ad495f850,7fc80b16-605a-43e5-8ca7-7962cb8b94a3,849,NURTURE,,44.6,MEDIUM,"Closest client patterns: Alarm and security services, IT and technical services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:7077e100-ae95-4135-96de-086c2263d1ea,5ae1cf36-4f06-4fab-b6e6-7db6df6a9cf3,850,NURTURE,,44.6,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:49239487-1344-4927-aba1-e8675ff4237a,b84a0be8-0abb-4281-8159-6850cb110eb4,851,NURTURE,,44.6,LOW,"Closest client patterns: Mechanical and HVAC services, Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:761b21f3-e489-42ae-b704-4ee2c0350c7a,cd8a4b5c-c61b-44e6-86d8-a523584cef94,852,NURTURE,,44.5,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:b67a1c0e-1f60-4f51-9566-3817ab475869,6510ba73-23a6-467e-9b8a-24ffc92b26a1,853,NURTURE,,44.4,LOW,"Closest client patterns: Behavioral health and counseling, Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:9c74fdc3-6ffc-4bca-b6d8-78f72e1a7fd1,5eb1cfe4-ac8c-4d76-80fe-2624d044a313,854,NURTURE,,44.4,MEDIUM,"Closest client patterns: Property management and real estate, Elevator services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:6108448a-ee39-44a4-9878-1dd40e8b1f7f,550b1b18-68e7-47f9-b358-11d7db498d64,855,NURTURE,,44.4,MEDIUM,"Closest client patterns: Home repair and trades, Consumer services. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:a2abc3f6-8967-4ec3-9848-8d55c86876fe,11e919a3-b5e7-4a1a-88e7-556a54283874,856,NURTURE,,44.4,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:2975e2f0-6aaa-4060-84f8-1abc1b9b75b7,365b6699-6d53-4b9c-baab-bd9d111080e8,857,NURTURE,,44.4,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:ddaa8a16-eab4-4394-874f-68f4da388080,bc99df39-9740-4977-ab55-bdf0d78cf67d,858,NURTURE,,44.4,LOW,"Closest client patterns: Industrial services, Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:7d507875-c7ca-43cc-951c-502343f7e333,bdc8d5ae-a053-4e1b-892a-ce96c78cd02e,859,NURTURE,,44.3,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:9d8f9e7b-d530-4eae-b724-72105b72c9e4,49884d3b-2060-4dbf-9c27-17173ec140eb,860,NURTURE,,44.3,MEDIUM,"Closest client patterns: Funeral services, Property management and real estate. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:bcb23918-3ca0-4d1d-9475-74627960869e,7234bb59-ae6a-443b-8455-8c4abaa33054,861,NURTURE,,44.3,LOW,"Closest client patterns: Behavioral health and counseling, Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:4bcfde9d-20ca-4096-948e-65db245b0898,a3e74c62-256f-48da-9a27-da07d0ff1fa1,862,NURTURE,,44.3,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:03138dd6-3009-4606-b120-bd88ccf3251b,dc373085-aa20-4f57-9d48-c60bb0c0b56a,863,NURTURE,,44.3,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:42e6c301-d566-42cd-837e-30b1eb460ecf,0adaadeb-5be2-4433-9cd7-31f6bfd28d19,864,NURTURE,,44.2,LOW,"Closest client patterns: Home repair and trades, Consumer services. Need signals: appointment scheduling, customer support, lead capture. Verification: license evidence, verified own site."
discovered:e20f5d11-7c08-44c9-8a43-6ecfe36255f3,4f5e73e6-d158-4b10-b466-6cf8512d5674,865,NURTURE,,44.2,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:f7c12090-a044-4092-b161-e806074c53f2,d2b4eab5-7348-418e-a1e5-e461b2936833,866,NURTURE,,44.2,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:ca028a09-62b6-4c22-aabb-e7075e80da88,347f192b-aa5c-4c05-9ee6-840c655e70fc,867,NURTURE,,44.2,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:a355bba4-abe3-45a1-a1d8-cfe81178deb1,adf1cd97-8baf-4204-8319-1031d51b3702,868,NURTURE,,44.2,LOW,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:0f183c47-cb3d-40ee-b2a0-4aa966315b33,7f1187c9-3a28-4902-8e94-0b130a66cd5b,869,NURTURE,,44.2,MEDIUM,"Closest client patterns: Behavioral health and counseling, Healthcare providers. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:97d63799-0e90-49e3-8231-38ab36c215be,c986b348-a463-4414-bec5-f8333b653191,870,NURTURE,,44.2,LOW,"Closest client patterns: Behavioral health and counseling, Religious organizations. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:02092e35-3d84-4abe-a446-c71b0397143e,5601481a-fa19-4980-869b-58982e116c99,871,NURTURE,,44.2,LOW,"Closest client patterns: Municipal public works, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:84fae4cb-4385-4102-8c88-e777c3b7c4f6,195abf91-e34d-41d5-a63c-535cb8e25462,872,NURTURE,,44.1,LOW,"Closest client patterns: Industrial services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:dcf203ff-b0da-47eb-8302-87944e92841e,ff70a3e7-a6a3-45fa-a0c6-e9487237f1a4,873,NURTURE,,44.1,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:fe03a5cc-483f-4de5-9044-c71fb5baea9a,213a181d-cc4b-43ba-af76-f22053cf620b,874,NURTURE,,44.1,MEDIUM,"Closest client patterns: Mechanical and HVAC services, Funeral services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:7e74ff2e-21ec-4f73-aa34-e952b13b3614,94518cc7-fc20-40f2-a59c-2eab3ad1d834,875,NURTURE,,44.1,MEDIUM,"Closest client patterns: Home repair and trades, Consumer services. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:b08732c9-b66f-4e98-8219-d7a971ff6352,a581378d-56dd-4478-97b6-1bf20479cd03,876,NURTURE,,44.0,HIGH,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:fc8711d0-f1a8-492b-ba49-46078bf364e1,ef1a511c-b6d6-4f92-8bdc-0e2ebfa8dee9,877,NURTURE,,44.0,HIGH,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d8f86372-a2f0-4f3c-8eb8-1e9491302566,d2435bcc-f751-4f40-8f49-22498f0607e8,878,NURTURE,,43.9,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:2ff84665-caeb-4ac5-be98-4e1d0a7006b9,9e844ac2-a13c-4a87-9be4-f3462c9ff643,879,NURTURE,,43.9,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:9fdaa3b9-1afb-41ef-be69-22516570d8f5,e2a75382-f091-4c61-a3d1-18844968bf6d,880,NURTURE,,43.9,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:bb7613e7-b5d1-42c0-9bce-5bb30529dff8,1cd5baf6-b337-4d2c-8d2c-811f02adef40,881,NURTURE,,43.9,MEDIUM,"Closest client patterns: Alarm and security services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:29a4a33e-21e5-4579-b784-1196f7db2846,56ecda84-6d5d-4d04-a44c-5e3d08d0e3a8,882,NURTURE,,43.9,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:d1778f3c-f6c2-4176-91ee-aa96bab5525e,c231f0d8-e904-4e0d-8e36-7d9b18401de3,883,NURTURE,,43.9,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:11ff4706-4a8c-4acd-99a9-4124d970989f,ac41f4d9-c589-4578-bf5b-bbb00e1ef7db,884,NURTURE,,43.9,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:85d53e3c-1cbe-4761-bad4-e275a6e5e84b,bc842743-e3e7-47d5-a52c-5a0b599b4d62,885,NURTURE,,43.8,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:a0f7014a-31ba-46c1-a37c-6a8acfcad597,7d34ed44-a765-4cd8-a748-5486d82ab345,886,NURTURE,,43.7,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:c8c63e26-50a3-44b0-be9f-bcf1495cd41d,792cfa4b-61a2-4af4-84a5-82aa0d5840fd,887,NURTURE,,43.7,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:8bd9016d-3cce-4c1f-985c-4be615ac858d,344be4d6-5188-436c-a47c-12133a002b97,888,NURTURE,,43.6,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:c209afa5-4f79-4a4b-82e6-959fc71e75dc,5f69775b-93d8-4166-a75d-d1f36ef4edcb,889,NURTURE,,43.6,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d955ec16-6e14-426a-b56a-517f7524d349,8f6dae56-69a9-4180-a406-da19c20668a9,890,NURTURE,,43.6,LOW,"Closest client patterns: Industrial services, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:b246f038-2810-4444-9b91-2a3eaf60978e,7cb8237b-db35-4988-ab04-779838ea68a7,891,NURTURE,,43.6,LOW,"Closest client patterns: Industrial services, Elevator services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:34a2ef76-e7d1-4f4e-9545-6432fded8a61,bb54422c-7d5a-4fe8-b3da-67d3c49c34a5,892,NURTURE,,43.6,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:f5d2bcce-28e4-4652-b0f2-078cbf301fa0,f6ca6e06-c646-4fc4-8e71-e6a6222fc087,893,NURTURE,,43.6,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:e83384b9-df7d-4719-8d3c-0b2802f88434,cb500c92-f8ff-49d4-bc8b-782c295760aa,894,NURTURE,,43.6,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:b60c6a1f-2c6f-45db-9c0b-73b4cfc1878d,3b8f75e3-5e72-40af-a6d5-71b0a4f0530c,895,NURTURE,,43.6,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:08b48f17-bfed-4660-954a-56ca98ac4b54,0a8e4ddd-5792-4c47-8991-719e720c3376,896,NURTURE,,43.5,LOW,"Closest client patterns: Property management and real estate, Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:cdb1fc5b-f4a4-4aab-bd39-c0aa4be70e89,b3deb380-564b-4f81-a9c9-66fcc221b714,897,NURTURE,,43.5,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:4b968a7a-1a8c-4b28-bf17-16540ed77f7e,8b192475-b400-46ae-a58c-1e0f08f71c78,898,NURTURE,,43.5,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:0bda1c7c-302d-4165-b8f4-997cbf354410,4046a516-0d8a-4a56-ba50-99c35c3f3e9d,899,NURTURE,,43.5,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:ed04a70f-89ff-47e6-aa19-b1865bf247d1,2cef87d2-8584-4779-a6c3-7820dbdeff3d,900,NURTURE,,43.4,HIGH,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:3f84014d-d9bb-48fe-88a3-a5870afe8dce,2a60ac81-55cf-48a4-a4a1-71433f5cafe1,901,NURTURE,,43.4,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:fb7cd266-fcc3-4361-aef8-f9140d4d2671,6a531af5-19fb-44de-9043-72298ebf7885,902,NURTURE,,43.4,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:932185b3-54f9-4144-831c-47b6f619fd39,b9a09acb-3683-43aa-af48-d91d430f950f,903,NURTURE,,43.4,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:7141c0f8-fdc7-4b3c-846d-775923c7e191,8f52d232-5b9c-4853-a8ca-de5846c15e96,904,NURTURE,,43.4,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:7d794b13-161e-41d6-ae73-b62c2ac3b5b8,b5b4573a-a875-4c7d-96a5-0e32d75fd17a,905,NURTURE,,43.4,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:6d1748b1-2701-4777-bb32-6fc6e0ccca47,54388626-e350-4371-b434-be354d73aaca,906,NURTURE,,43.4,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:9ca7c509-8eb0-4a87-9697-863288384ac4,f2e149d5-1698-4f52-8cd7-fd30c279b6a2,907,NURTURE,,43.4,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:c77b5ece-812a-444a-9dcf-5f300ec0071b,1decaf57-4105-4b87-8197-7336144b2269,908,NURTURE,,43.3,LOW,"Closest client patterns: Home repair and trades, Consumer services. Need signals: appointment scheduling, customer support, lead capture. Verification: license evidence, verified own site."
discovered:d2061636-85f7-4a51-9552-73626c1a7b94,dc096f7a-6394-4529-b658-f09d3cc95f1b,909,NURTURE,,43.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:3ce6cdbf-6b08-4589-908b-f99fcd96d4bc,67a83346-61b2-4a89-9426-4f9466ab4d49,910,NURTURE,,43.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d90d7efb-89e1-4e64-9a2b-37055f2abbbe,9dab06c1-a09a-4fd8-a172-37fab33842fb,911,NURTURE,,43.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:f23cd159-0327-4447-9cec-d5d3ce16ee1c,995a18c0-0b52-41b8-b9f2-90df8c2b6241,912,NURTURE,,43.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:c7697f91-0e1a-4c78-b163-6a4447a80616,f1b57d05-a21f-465b-9add-f2a2a8c136b2,913,NURTURE,,43.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:69d76bfc-90e5-49cb-b96c-8f5203208e96,682b97ed-4e32-4a1c-8de4-f3e2c1237058,914,NURTURE,,43.2,LOW,"Closest client patterns: Industrial services, Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:c9bacc34-23cb-4f67-a32d-3422acb9348a,573265d3-d81f-44e3-b4b4-484b727adf11,915,NURTURE,,43.2,MEDIUM,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:b4225c39-9f3c-4fd6-b49d-eebd12d04969,1170d001-6f53-4a6b-9464-4eb042fe5cdc,916,NURTURE,,43.2,MEDIUM,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9eeee343-c734-46be-8183-70bec06d544f,17b08470-4f6f-407d-8338-5ac586a5df23,917,NURTURE,,43.2,LOW,"Closest client patterns: Industrial services, IT and technical services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:1fac0943-4528-4d73-bc2b-d18c54a52b10,0953d747-f42e-4e7b-8daf-9bff459dcee3,918,NURTURE,,43.2,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:fac9de77-ebfb-46b0-9ba8-f196e0c801fd,2e2044e6-5765-415b-9ae7-ccf2d78f4153,919,NURTURE,,43.1,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
